State Code,County Code,Site Number,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Duration Description,Pollutant Standard,Year,Units of Measure,Exceptional Data Type,Observation Count,Observation Percent,Primary Exceedance Count,Secdary Exceedance Count,Valid Day Count,Required Day Count,Exceptional Data Count,Certification Indicator,Null Data Count,Half MDL Sub Count,Nonregulatory Arithmetic Mean,Arithmetic Mean,Arithmetic Standard Dev,Weighted Arithmetic Mean,Minimum Value,Nonreg First Maximum Value,Nonreg First Maximum DateTime,First Maximum Value,First Maximum DateTime,Second Maximum Value,Second Maximum DateTime,Third Maximum Value,Third Maximum DateTime,Fourth Maximum Value,Fourth Maximum DateTime,50th Perecentile,75th Perecentile,90th Perecentile,95th Perecentile,98th Perecentile,99th Perecentile,Method Count,Tribe Name,State Name,County Name,City Name,Local Site Name,Address,MSA or CBSA Name,Data Source
29,99,13,14129,1,38.2717544371618,-90.3766834368363,NAD 83.00,Lead (TSP) LC,24 HOUR,Lead 3-Month 2009,2021,Micrograms/cubic meter (LC),No Events,60,98,0,0,60,61,0,Certified,1,0,,0.0074,0.008933,.,0.001,,,0.043,2021-03-29 00:00,0.043,2021-09-19 00:00,0.036,2021-04-28 00:00,0.023,2021-11-24 00:00,0.004,0.007,0.016,0.036,0.043,0.043,1,,Missouri,Jefferson,Herculaneum,"Herculaneum, Sherman","SHERMAN: 460 Sherman Street, Herculaneum, MO 63048","St. Louis, MO-IL",AQS Data Mart
