State Code,County Code,Site Number,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Duration Description,Pollutant Standard,Year,Units of Measure,Exceptional Data Type,Observation Count,Observation Percent,Primary Exceedance Count,Secdary Exceedance Count,Valid Day Count,Required Day Count,Exceptional Data Count,Certification Indicator,Null Data Count,Half MDL Sub Count,Nonregulatory Arithmetic Mean,Arithmetic Mean,Arithmetic Standard Dev,Weighted Arithmetic Mean,Minimum Value,Nonreg First Maximum Value,Nonreg First Maximum DateTime,First Maximum Value,First Maximum DateTime,Second Maximum Value,Second Maximum DateTime,Third Maximum Value,Third Maximum DateTime,Fourth Maximum Value,Fourth Maximum DateTime,50th Perecentile,75th Perecentile,90th Perecentile,95th Perecentile,98th Perecentile,99th Perecentile,Method Count,Tribe Name,State Name,County Name,City Name,Local Site Name,Address,MSA or CBSA Name,Data Source
29,99,20,14129,1,38.26351,-90.37993,WGS84,Lead (TSP) LC,24 HOUR,Lead 3-Month 2009,2022,Micrograms/cubic meter (LC),No Events,317,100,0,0,61,61,0,Certified,8,0,,0.029363,0.043939,.,0.002,,,0.328,2022-06-25 00:00,0.325,2022-05-12 00:00,0.313,2022-03-02 00:00,0.259,2022-03-29 00:00,0.014,0.032,0.069,0.105,0.142,0.259,1,,Missouri,Jefferson,Herculaneum,"Herculaneum, City Hall (Mott Street)","MOTT STREET: 747 Mott Street, Herculaneum, MO 63048","St. Louis, MO-IL",AQS Data Mart
29,99,20,14129,2,38.26351,-90.37993,WGS84,Lead (TSP) LC,24 HOUR,Lead 3-Month 2009,2022,Micrograms/cubic meter (LC),No Events,74,100,0,0,59,61,0,Certified,2,0,,0.018662,0.025576,.,0.002,,,0.177,2022-06-28 00:00,0.092,2022-04-29 00:00,0.07,2022-12-19 00:00,0.068,2022-03-21 00:00,0.011,0.024,0.038,0.068,0.092,0.177,1,,Missouri,Jefferson,Herculaneum,"Herculaneum, City Hall (Mott Street)","MOTT STREET: 747 Mott Street, Herculaneum, MO 63048","St. Louis, MO-IL",AQS Data Mart
