State Code,County Code,Site Number,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Duration Description,Pollutant Standard,Year,Units of Measure,Exceptional Data Type,Observation Count,Observation Percent,Primary Exceedance Count,Secdary Exceedance Count,Valid Day Count,Required Day Count,Exceptional Data Count,Certification Indicator,Null Data Count,Half MDL Sub Count,Nonregulatory Arithmetic Mean,Arithmetic Mean,Arithmetic Standard Dev,Weighted Arithmetic Mean,Minimum Value,Nonreg First Maximum Value,Nonreg First Maximum DateTime,First Maximum Value,First Maximum DateTime,Second Maximum Value,Second Maximum DateTime,Third Maximum Value,Third Maximum DateTime,Fourth Maximum Value,Fourth Maximum DateTime,50th Perecentile,75th Perecentile,90th Perecentile,95th Perecentile,98th Perecentile,99th Perecentile,Method Count,Tribe Name,State Name,County Name,City Name,Local Site Name,Address,MSA or CBSA Name,Data Source
29,99,15,12128,2,38.2617915852091,-90.3788444916368,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2006,Micrograms/cubic meter (25 C),No Events,353,100,.,.,61,61,0,Certification not required,12,0,,1.453737,2.088519,.,0,,,21.413,2006-02-01 00:00,10.324,2006-03-20 00:00,9.136,2006-04-18 00:00,9.075,2006-12-10 00:00,0.705,1.936,3.965,5.52,7.073,9.075,1,,Missouri,Jefferson,Herculaneum,,"Broad Street: Herculaneum, MO 63048","St. Louis, MO-IL",AQS Data Mart
29,99,15,12128,1,38.2617915852091,-90.3788444916368,WGS84,Lead (TSP) STP,24 HOUR,Lead Quarterly 1978,2006,Micrograms/cubic meter (25 C),No Events,359,100,.,.,61,61,0,Certification not required,6,0,,1.561318,2.34612,.,0.002,,,26.931,2006-02-01 00:00,16.067,2006-04-18 00:00,10.599,2006-03-20 00:00,9.145,2006-03-19 00:00,0.73,2.183,3.96,5.6,6.716,9.145,1,,Missouri,Jefferson,Herculaneum,,"Broad Street: Herculaneum, MO 63048","St. Louis, MO-IL",AQS Data Mart
